userName,content,score,thumbs_up_count,review_version,review_date,reply_content,app_version,company
Muskan Mittal,Best application for online shopping,5,0,8.1.8,10-07-2025,Glad to know that you are happy with our app :),8.1.8,Snapdeal
Rahul Kumar Bhat RJ01,Good experience,5,0,8.1.9,10-07-2025,Thanks a lot :),8.1.9,Snapdeal
Sandeep Kaur,Verry good app,5,0,8.1.9,10-07-2025,Thanks a lot :),8.1.9,Snapdeal
pravash singha,"I'm very disappointed,.. because i edited my review again after solving my problem that i faced before. l was having something placing my orders. and all my orders were being cancelled by automatically. but the having same issue again now for that one star. fix the issue.",1,37,8.1.9,10-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
Ashokkumar Das,Good,3,0,8.1.9,09-07-2025,"Hi, if you like the app, could you please give us more stars? thanks, aman",8.1.9,Snapdeal
Anil Chaubey,"Honest amongst all flipkart,amazon etc you cash on delivery is free,makes you appreciable",5,0,8.1.9,09-07-2025,"Hi, love it when you are happy with us. this shall continue forever. thanks! aman",8.1.9,Snapdeal
SAI GANDALWAD,Very bad experience.dont instal app and don't buy any product order. हमने दो प्लाजो वाला ऑर्डर डाला था.हमे एक ही मिला.रिर्टन ऑर्डर डाला...20दिन हो गया 24-48घंटे ऑर्डर पिक अप होगा ....पर 20 दिन से कोई भी नहीं आया.आप निश्चित रहीये.आपका समाधान हो जायेगा.इस लिये कोई भी स्नॅपडिल से कुछ भी मत खरिदे.आपका पैसा और टाईम मत वेस्ट किजिए.,1,1,8.1.9,09-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
Divakar Mondal,Worst shopping platform in india i had very poor experience with snapdeal again and again..... completely waste of time,1,1,8.1.9,09-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
Radha Govind,I love this plateform,5,0,8.1.9,09-07-2025,Thanks a lot :),8.1.9,Snapdeal
Kamla Tanyan,Very bad experience with in one month.,1,1,8.1.9,09-07-2025,"Hi! so sorry for the unpleasant experience. kindly share your exact concern at csmanager@snapdeal.com so that i can help you in a better way. thanks, sia",8.1.9,Snapdeal
Ajay Bavaskar,100% acha hai,5,0,8.1.9,09-07-2025,Dhanyavaad!,8.1.9,Snapdeal
Madhusmita Ray,Offers are good but some cheap items are not satisfied.,4,0,Unkown,09-07-2025,Hi madhusmita! so sorry for the unpleasant experience. kindly share your contact details at csmanager@snapdeal.com and i'll look into it. thanks! aman,Unknown,Snapdeal
Science with muzammil,Good service,5,0,8.1.8,09-07-2025,Thanks a lot :),8.1.8,Snapdeal
Poonam,Very very poor waste of money i got empty pouch frauds,1,0,8.1.9,09-07-2025,Hi poonam! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll help you out. thanks! aman,8.1.9,Snapdeal
Bandna singh,Many product i order comes in best quality thank you snap deal,5,0,8.1.8,09-07-2025,"Hi, love it when you are happy with us. this shall continue forever. thanks! aman",8.1.8,Snapdeal
Nasima Begum,Good quality,5,0,8.1.9,09-07-2025,Thanks a lot :),8.1.9,Snapdeal
renu thakur,Great deal good price,5,0,8.1.9,09-07-2025,Thanks a lot :-),8.1.9,Snapdeal
Inderjeet Rajput,Very nice,5,0,Unkown,09-07-2025,Thank you :),Unknown,Snapdeal
Malli Namala,Good,5,0,8.1.9,09-07-2025,Thank you :),8.1.9,Snapdeal
Slither Deadly,Really nice service on time delivery,5,0,8.1.9,09-07-2025,Thanks a lot :-),8.1.9,Snapdeal
Abhishek R,Not good product avaliable it's pure scam site not buy anything in snapdeal,1,0,8.1.9,09-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll help you out. thanks! sia,8.1.9,Snapdeal
Toton Das,Nice apps,5,0,8.1.9,09-07-2025,Thank you :),8.1.9,Snapdeal
Shritu Dwivedi,Very nice,5,0,8.1.9,09-07-2025,Thank you :),8.1.9,Snapdeal
Ajay Kumar Babele,Very nice,5,0,8.1.9,09-07-2025,Thanks!,8.1.9,Snapdeal
Sabbir Ansari,Nice,5,0,8.1.9,09-07-2025,Thanks a lot :-),8.1.9,Snapdeal
Himanshu Thakur,Nice,5,0,8.1.9,09-07-2025,Thanks!,8.1.9,Snapdeal
Christopher Masih,The experience was superb.,5,0,8.1.8,09-07-2025,Glad to hear from you :),8.1.8,Snapdeal
satish padale patil,Good,5,0,8.1.9,09-07-2025,Thank you :-),8.1.9,Snapdeal
mi.thlesh 3606,nan,5,0,Unkown,09-07-2025,Thanks for your encouraging star ratings 🙂,Unknown,Snapdeal
Ritik Kumar,Very bad delivery experience items delivered very late worst delivery service,1,1,8.1.9,09-07-2025,Hi ritik! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! avi,8.1.9,Snapdeal
Ayush Kumar,Worst app ever. no customer support not delivering orders on time not picking call i don't want to give one star also,1,0,8.1.8,09-07-2025,Hi ayush! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! sia,8.1.8,Snapdeal
Jyoti Shriwas,Thank youu,5,0,8.1.9,09-07-2025,Thanks for your encouraging star ratings 🙂,8.1.9,Snapdeal
baskaran ramsamy,Good,5,0,8.1.9,09-07-2025,Thank you :),8.1.9,Snapdeal
Abhishek Negi 11,Fast delivery and good product received,5,0,8.1.9,09-07-2025,Thanks a lot :-),8.1.9,Snapdeal
savreya seth,Ye aap pr seller frod hi or ye app vale bhi nehi sunte ye log bhi unka hi sath dete hi soch samajh kr purchase kro jo bhi kro,1,0,8.1.9,09-07-2025,Namaste savreya! asuvidha ke liye atyant khed hai. kripya hamein csmanager@snapdeal.com par apni contact details share krein taaki hum is concern mein aapse baat kar sakein. thanks! sia,8.1.9,Snapdeal
TAJ MOLANI,3rd class apps & third class service do not buy any items because one is not sending the correct items and the other is not even accepting return,1,0,8.1.9,09-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! sia,8.1.9,Snapdeal
SARBJEET SINGH,Bad open nhi hota,1,0,8.1.9,09-07-2025,"Is issue ko report karne ke liye dhanyawaad. kripya 8373902464 is number per whatsapp ya call karen ya fir csmanager@snapdeal.com per email karen, taaki hum aapke issue ko samajh kar thik kar sakain. dhanyavaad! dev",8.1.9,Snapdeal
Kapil Dev,Very bed aap,1,0,8.1.9,09-07-2025,Hi kapil! so sorry for the unpleasant experience. kindly share your contact details at csmanager@snapdeal.com and i'll look into it. thanks! avi,8.1.9,Snapdeal
Yash Sony,Best shopping app brand wali quality bazzar wali deal,5,0,8.1.8,08-07-2025,Thank you :-),8.1.8,Snapdeal
Ahinnethu _,Very good apps and i like you provide personal iterm it's good app,5,0,8.1.7,08-07-2025,Thanks a lot :-),8.1.7,Snapdeal
Biplv Barman,There products aree very branded quality i think snapdeal is better then other shoping apps,5,0,8.1.9,08-07-2025,Glad to hear from you :),8.1.9,Snapdeal
Navendra Singh Solanki,I have a complaint against the top management of snapdeal that they are unable to solve the customer's problem as they have no control over either their seller or courier partner. i applied for return parcel on 28th june and after that three times pickup failed was shown without contacting the courier partner. this was a waste of my time and my refund.,1,2,8.1.8,08-07-2025,Hi navendra! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! sia,8.1.8,Snapdeal
Parige Suman prasaba,Super shopping app in india,5,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
IBADAT ANZAR,"This app provides products at a very affordable price, it's a very pleasant feelings...",5,0,Unkown,08-07-2025,Thank you :-),Unknown,Snapdeal
Mohd Khan,Excellent,5,0,Unkown,08-07-2025,Thank you :-),Unknown,Snapdeal
Vinodhini R,Superb app for reasonable price and great quality,5,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
Ranjan Behera,No return bad app,1,0,8.1.8,08-07-2025,Hi ranjan! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! avi,8.1.8,Snapdeal
rupam kalita,Good,5,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
Muhammad Hanzala,Dont stall waste of time price very high,1,0,Unkown,08-07-2025,Hi hanzala! so sorry that you did not like our prices. we would like to tell you that we work hard to make good products available at great cost. hope you will join us soon. thanks! sia,Unknown,Snapdeal
Raza Khan,Good nice,5,0,8.1.8,08-07-2025,Thank you :),8.1.8,Snapdeal
Suklal Kalindi,Very nice,5,0,8.1.8,08-07-2025,Thank you :),8.1.8,Snapdeal
Tina andrea fourlze,Very bad i dint even download this ap they keep calling me. for no reason,1,0,Unkown,08-07-2025,Hi tina! so sorry for the unpleasant experience. kindly share your contact details at csmanager@snapdeal.com and we'll get in touch with you to discuss this. thanks! sia,Unknown,Snapdeal
Sandeep Sahoo,"Have been using snapdragon since so many years since it started. i love the products i receive. very nice delivery packaging, quality and super easy return process. keep it up snapdeal.",5,1,8.1.9,08-07-2025,Thank you for taking the time to write this review. your kind words encourage us greatly. happy shopping!,8.1.9,Snapdeal
Gulzar Ahmed,I had a very great experience loved this app,5,0,8.1.9,08-07-2025,Thank you :),8.1.9,Snapdeal
Aakanksha Mishra,"Don't use this app, they're fraudsters,after returning the parcel they didn't return the refund.even after sending so many calls and emails.",1,0,8.1.9,08-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
Zaheen Fatma,It's very good app,5,0,Unkown,08-07-2025,Thanks a lot :),Unknown,Snapdeal
Kumari Nisha,Material quality is good,4,0,Unkown,08-07-2025,Thanks a lot :-),Unknown,Snapdeal
Payal Sharma,Nycc very nycc,5,0,8.1.9,08-07-2025,Thanks a lot :),8.1.9,Snapdeal
Amit Patel,Best for buying something stuffs.,5,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
Ngoadong Tekwa,Very bad experience.the product is not usable....never order from this app,1,0,8.1.8,08-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.8,Snapdeal
Krish Jain,Nice very nice,5,0,8.1.8,08-07-2025,Thanks a lot :),8.1.8,Snapdeal
Gullu Rana,This aap is so good for shoping and product is very nice,5,0,8.1.7,08-07-2025,Thank you :-),8.1.7,Snapdeal
LAXMIN _,Best,5,0,8.1.8,08-07-2025,Thanks!,8.1.8,Snapdeal
Vikash Mishra,Best,5,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
Arvind Meena123,Very good,5,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
neha gupta,Very nice product,5,0,8.1.9,08-07-2025,Thanks a lot :),8.1.9,Snapdeal
Bhanu Kommoji,Super..,5,0,Unkown,08-07-2025,Thank you :-),Unknown,Snapdeal
Aanchal Sharma,It's gud,5,0,8.1.8,08-07-2025,Thank you :-),8.1.8,Snapdeal
Naga lakshmi,nan,5,0,8.1.4,08-07-2025,Thanks a lot for your rating :),8.1.4,Snapdeal
Raj Raj,Good,5,0,8.1.8,08-07-2025,Thank you :-),8.1.8,Snapdeal
Sandeep Garg,Good,4,0,8.1.9,08-07-2025,Thank you :-),8.1.9,Snapdeal
Shubham Paroha,Very good,5,0,8.1.7,08-07-2025,Thank you :-),8.1.7,Snapdeal
RAJU KUMAR,Very worse experience,5,0,8.1.9,08-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! avi,8.1.9,Snapdeal
Deepak Chouhan,Aap key delwari boy ka biwar bura h or mey bhawisya me kisi or ko shoping kr ne ki salha nhi dunga aap ke delivery boy ka vevahar amanviy h,1,0,8.1.9,08-07-2025,Namaste deepak! asuvidha ke liye khed hai. kripya hamein apni order details csmanager@snapdeal.com par share karein taaki ham jald se jald aap ki madad kar payein. dhanyavaad! avi,8.1.9,Snapdeal
Sejal Jain,"This is a fraud app, stay away from such apps because this app neither delivers the correct product nor gives the correct information.",1,0,8.1.8,08-07-2025,Hi sejal! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll help you out. thanks! avi,8.1.8,Snapdeal
Kapil Kumar,Nice app,5,0,8.1.8,08-07-2025,Thanks!,8.1.8,Snapdeal
SACHCHIDANAND RAGHVENDRAM,Good experience,5,0,8.1.8,08-07-2025,Thank you :-),8.1.8,Snapdeal
Vikas Josi,Nice superb aap,5,0,8.1.9,08-07-2025,Thanks a lot :),8.1.9,Snapdeal
rajesh achinthalwar,Superb,5,0,8.1.9,08-07-2025,Thanks a lot :),8.1.9,Snapdeal
Srimannarayana Tiruvalluri,Good,5,0,8.1.9,08-07-2025,Thanks!,8.1.9,Snapdeal
Govind chouksey,O k . rain coat shopping,5,0,Unkown,08-07-2025,Glad to hear from you :),Unknown,Snapdeal
illegal freedom,Snapdeal is getting better but some problem with app .. app need optimization for smooth running,5,0,Unkown,08-07-2025,"Hi! thanks for your valuable feedback. i'll share it with the team & we'll surely look into it. regards, aman",Unknown,Snapdeal
Zohan Mohd,Fake products,1,0,8.1.9,08-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
Ashawtha narayana,Good,5,0,8.1.7,08-07-2025,Thanks!,8.1.7,Snapdeal
Ajit Bhat,The service and offer is too good .. improve the app in the rating and review reaction add photo and video support for customer better reach we need see a real photo of product like customer view point add this also do an account information edit system.. in my account old gmail id still exist so add edit option,5,0,Unkown,07-07-2025,Hi! thanks for your valuable feedback. it is delightful to hear such positive words and it’s always a pleasure to serve our users. thanks! aman,Unknown,Snapdeal
Damini Soni,Nice this app,4,0,8.1.7,07-07-2025,Thanks a lot :),8.1.7,Snapdeal
Mangal Rajput,Waste of time and money...i ordered a dress received 3rd class product than returned again received defective product....never buy. their seller send you product from meeso which are very cheap. e.g on meeso rs 333 and they sale on snapdeal for rs 579/- great.,1,1,8.1.9,07-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
santosh pandey,The worst online shopping app at 1st it will show you delivery within 7days but further on it extent time of delivery again and again never order from here if yoi want your order within a month,1,0,8.1.9,07-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.9,Snapdeal
Sanjay Bose,Very bad experience . ordered for two items received only one in the package . they refused to help me in this matter . never use snapdeal. now my problem is solved . the customer service representatives looked into the matter and solved it very soon . thanks snap deal team .,4,0,Unkown,07-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! avi,Unknown,Snapdeal
Vi G,Very nice app,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
RB Souls,Greet quality,5,0,8.1.9,07-07-2025,Thank you :-),8.1.9,Snapdeal
T. R. Basoeya,I want to give a very bad experience and also zero but there is no option for 0,1,0,Unkown,07-07-2025,Hi! we sincerely regret to know this. kindly share your exact concern at csmanager@snapdeal.com so that i can help you in a better way. thanks! avi,Unknown,Snapdeal
ROHIT KRISHNA,Awsome,5,0,8.1.9,07-07-2025,Thanks a lot :),8.1.9,Snapdeal
Mandal Singh,It's app is wrong for customer and it's customer care service is very very bad,1,0,8.1.8,07-07-2025,Hi! sorry to disappoint you. please share your exact issue along with contact details at csmanager@snapdeal.com and we'll connect with you. thanks! aman,8.1.8,Snapdeal
Happy Jatav,My order is delivered to prefect time and best quality so my suggestion is this app one more try that's all.,5,0,8.1.9,07-07-2025,"Hi, love it when you are happy with us. this shall continue forever. thanks! aman thank you :)",8.1.9,Snapdeal
Aayat Mir,Good experience,5,0,Unkown,07-07-2025,Thanks a lot :),Unknown,Snapdeal
mahesh su,Good,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
Jaydul Alam King,I have not seen this type of shopping app in my life it is an extraordinary shopping app i am telling this because it contains all the items that other brands would not have like flipkart or amazon in the best part all customers will like that they give an option of cash on delivery which is the very good thing to build trust by the costomer,5,4,8.1.9,07-07-2025,Hi! love it when you are happy with us. this shall continue forever. thanks! avi,8.1.9,Snapdeal
Harikesh Yogi,Very nice app,5,0,Unkown,07-07-2025,Thanks!,Unknown,Snapdeal
harish singha,Thank you snadeal,5,0,8.0.4,07-07-2025,Thanks a lot for your rating :),8.0.4,Snapdeal
Mohit Kumar,Osm,5,0,8.1.9,07-07-2025,Thank you :-),8.1.9,Snapdeal
Janardhan Kumar,Good product are available in snapdeal,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
Akanksha Singh,Excellent,5,0,Unkown,07-07-2025,Thank you :-),Unknown,Snapdeal
Viky N,Good,5,0,Unkown,07-07-2025,Thanks a lot :-),Unknown,Snapdeal
Bholu Singh,Good app,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
Ambika Wade,Good,5,0,8.1.8,07-07-2025,Thanks!,8.1.8,Snapdeal
rajesh godbole,Nice experience,5,0,8.1.9,07-07-2025,Glad to hear from you :),8.1.9,Snapdeal
Arun Kumar Saroj,Very nice app for shopping,5,0,8.1.8,07-07-2025,Thanks for your valuable feedback. :),8.1.8,Snapdeal
Gunjan Gupta,Bahot achha app hai,5,0,8.1.7,07-07-2025,Thank you :),8.1.7,Snapdeal
IPS Kishor Mali,Very good,5,0,8.1.9,07-07-2025,Thank you :),8.1.9,Snapdeal
Priya Chelikani,సూపర్,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
Mangal Singh Rawat,Good,5,0,8.1.7,07-07-2025,Thank you :),8.1.7,Snapdeal
asbhati salam,साफ़,5,0,8.1.9,07-07-2025,आपकी उत्साहजनक स्टार रेटिंग के लिए धन्यवाद 🙂,8.1.9,Snapdeal
Prashanth Cheedaragadda,Good,5,0,8.1.8,07-07-2025,Thank you :),8.1.8,Snapdeal
Vishvarajsinh Rathod,"Never order any product from this platform, one of the worst customer care service and not resolved any queries. don't buy use this platform.",1,0,Unkown,07-07-2025,Hi vishvaraj! so sorry for the unpleasant experience. kindly share your contact details at csmanager@snapdeal.com and we'll get in touch with you to discuss this. thanks! sia,Unknown,Snapdeal
Pawan Gupta,Good,4,0,8.1.9,07-07-2025,Thank you :),8.1.9,Snapdeal
Firoz Khan,Very good,5,0,8.1.9,07-07-2025,Thank you :),8.1.9,Snapdeal
Sourajit Roy,Best shopping app in all over india no extra charge with more discount no hidden charge no extra delivery charges,5,0,8.1.9,07-07-2025,Thank you for taking the time to write this review. your kind words encourage us greatly. happy shopping!,8.1.9,Snapdeal
plaban mitra,Cheating with customer. very bad experience.....,1,0,8.1.8,07-07-2025,"Hi plaban! so sorry for the unpleasant experience. kindly share your exact concern at csmanager@snapdeal.com so that i can help you in a better way. thanks, sia",8.1.8,Snapdeal
Maqbool Alam,Very good,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
AshraF GameR,Good apk,5,0,Unkown,07-07-2025,Thanks!,Unknown,Snapdeal
Vivekanandham S,Good quality products,5,0,8.1.8,07-07-2025,Thanks a lot :-),8.1.8,Snapdeal
AJAY KUMAR SINGH,Good,5,0,Unkown,07-07-2025,Thanks!,Unknown,Snapdeal
buri koteswararao,Good best,5,0,Unkown,07-07-2025,Thanks a lot :),Unknown,Snapdeal
Adity Singh,Excellent service,5,0,Unkown,07-07-2025,Thanks a ton :),Unknown,Snapdeal
Regha Sebastian,Good shopping app,5,0,8.1.9,07-07-2025,Thanks a lot :),8.1.9,Snapdeal
Sanjay Kumar Yadav,Very nice products thanks khan sir very good,5,0,8.1.9,07-07-2025,Glad to hear from you :),8.1.9,Snapdeal
Saeed Rehman,Wonderful,5,0,8.1.8,07-07-2025,Thanks a lot :),8.1.8,Snapdeal
Dinesh markam,Nice,5,0,8.1.9,07-07-2025,Thanks!,8.1.9,Snapdeal
alok gautam,Very good app and product at reasonable price i like snapdeal.,5,0,8.1.2,07-07-2025,Hi alok! thank you for taking the time to write this review. your kind words encourage us greatly. happy shopping!,8.1.2,Snapdeal
Prashanth Ch,Badly needs image search option. please improve search criteria across the app. home button could be available always.,3,1,8.1.9,07-07-2025,"Hi! your feedback is important for us to improve. i'll share your feedback with the concerned team and will surely work on it. thanks, aman",8.1.9,Snapdeal
Devendar kumar singh,Exlen,5,0,8.1.8,07-07-2025,Thanks a lot :-),8.1.8,Snapdeal
Shivakumar Magaji V,"I had installed this app due to the ads in instagram as i was going through i have liked a shirt and ordered. but i have received a shirt which is different in color than the shirt which i had ordered, immediately after that i initiated the return on the same as i have received but no one has came to pick up the product, support team keep on saying the pick up scheduled but it's been 4 days still no one came. the product has been returned after 4 days but i didn't get the product i liked.",1,1,8.1.8,07-07-2025,Hi! sorry to disappoint you. please share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,8.1.8,Snapdeal
Mom Mom,Nice............. nice,5,0,8.1.9,07-07-2025,Thank you :),8.1.9,Snapdeal
Galaxy urn,Bekar mera ispr saller account tha jabsale hui to ulta mera balance minus m ho gya jabki aur platform pr sale krta hu to asa kuch aaj tak nhi hua agar cousturmer ko lutunga to jab mujhe kuch bachega,1,0,Unkown,07-07-2025,Namaste! asuvidha ke liye atyant khed hai. kripya hamein csmanager@snapdeal.com par apni contact details share krein taaki hum is concern mein aapse baat kar sakein. thanks! sia,Unknown,Snapdeal
Sujata Pradhan,Bhai e pura fraud application hai. mene ek cotton shirt order kiya jiska delivery date tha 30 tarikh ko. lekin deliver kiya gaya 3 tarikh ko. wo bhi konsi kapde ki shirt nahi pata. return kiya to pick up nahi ho raha hai customer care ko call kar raha hu lekin call connect nahi ho raha hai.is se pehele connect jaldi ho raha tha abhi nahi ho raha hai. kiya kare samajh me nahi a raha hai,1,0,Unkown,07-07-2025,Namaste sujata! asuvidha ke liye atyant khed hai. kripya hamein csmanager@snapdeal.com par order details share krein aur hum issey jald se jald solve kar denge. dhanyavaad! sia,Unknown,Snapdeal
adithya Bhardwaj,Super,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
AVINASH VERMA,Don't install the app,1,0,Unkown,06-07-2025,Hi! sorry to disappoint you. please share your exact issue along with contact details at csmanager@snapdeal.com and we'll connect with you. thanks! aman,Unknown,Snapdeal
Dinesh Naik,Maine do time order kiya hua item delivery agent ne reject kar diya,1,0,8.1.8,06-07-2025,"Hi! hum aapse aise experience ke liye shama chahte hai. kripya apni order details hamein csmanager@snapdeal.com par email kare taaki hum aapki sahayata kar sake. dhanyavaad, aman",8.1.8,Snapdeal
Pynsukshisha Kshiar,Good,5,0,7.9.6,06-07-2025,Thanks!,7.9.6,Snapdeal
Babasaheb Chavan,Very nice service.,5,0,8.1.9,06-07-2025,Thank you :),8.1.9,Snapdeal
Neeraj Singh Dohare (NSD),Over priced products milte hai,1,0,Unkown,06-07-2025,Hi! hum maafi chaahenge ki aapko hamare prices pasand nahi aaye. hum aapko batana chahenge ki hum kadi mehant karte hai best quality products boht kam daam mein uplabdh karane ke liye. aasha karte hai ki aap humse jald judenge. dhanyawaad! aman,Unknown,Snapdeal
Kajal Rajvansh,Is app me scan karke search karne wala available kare,3,0,8.1.9,06-07-2025,"Hi! apka feedback humare improvement ke liye important hai, maine isse apni team ke sath share kar diya hai aur nishchit roop se iss par hum gaur karenge. thanks, aman",8.1.9,Snapdeal
Sanjay Getle,Good service,5,0,8.1.8,06-07-2025,Thanks a lot :),8.1.8,Snapdeal
Utkarsh Gupta,Different product received & the pickup team not came for pickup the product,1,0,Unkown,06-07-2025,Hi! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! aman,Unknown,Snapdeal
Nagaraju G,Good,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
Deepika Deepika,Very nice original product i am very satisfied better than other app,5,0,8.1.9,06-07-2025,Thank you for taking the time to write this review. your kind words encourage us greatly. happy shopping!,8.1.9,Snapdeal
Sachin Yande,Nice,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
Sanju Devi,Very nice app great deals,5,0,8.1.7,06-07-2025,Thanks a lot :),8.1.7,Snapdeal
Kamlesh Barot,"Superb quality work, necessarily awareness state, national peoples",5,0,Unkown,06-07-2025,Glad to know that you are happy with our app :),Unknown,Snapdeal
Anmol Soni,Good,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
Susmita Bhattacharjee,"snapdeal is a fraudulent app.here,when a customer orders a non-returnable product,the seller takes this opportunity to provide old & used products.so that customers can't return the product. the customer care agents of this app are also a fraud.they ask customers to download hacking app for refund. so that the customer suffers financially. a gang is working on this kind of online customer care. everyone should think before buying something from snapdeal.",1,3,8.1.9,06-07-2025,Hi susmita! so sorry for the unpleasant experience. kindly share your contact details at csmanager@snapdeal.com and we'll get in touch with you to discuss this. thanks! sia,8.1.9,Snapdeal
Renu Dogra,Nice,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
SandipSinh Zala,Nice product,5,0,8.1.8,06-07-2025,Thank you :),8.1.8,Snapdeal
Nick Jonas,Good for everyone,5,0,8.1.9,06-07-2025,Thank you :),8.1.9,Snapdeal
Aman Dhiman,"Hi ,my return pickup is done on 30 june but in app they show unsuccessful.they give the message of refund but i didn't receive it and it doesn't show on the app. very disappointed",1,0,8.1.9,06-07-2025,Hi aman! so sorry for the unpleasant experience. kindly share your order details at csmanager@snapdeal.com and i'll look into it. thanks! sia,8.1.9,Snapdeal
anil solanki,Bettar,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
Eklavya Songara,Great,5,0,8.1.9,06-07-2025,Thanks!,8.1.9,Snapdeal
Sonia Kumari,Good,5,0,Unkown,06-07-2025,Thanks!,Unknown,Snapdeal
Sagar Kumar,Bhaut acha hii full rating,5,0,8.1.9,06-07-2025,Thank you :),8.1.9,Snapdeal
NITIN CHADAR,Nice,5,0,8.1.8,06-07-2025,Thanks!,8.1.8,Snapdeal
ASHVANI Rana,Nice,5,0,8.1.8,06-07-2025,Thanks!,8.1.8,Snapdeal
syed rumana,Not bad,3,0,8.1.9,06-07-2025,"Hi rumana! so sorry for the unpleasant experience. kindly share your exact concern at csmanager@snapdeal.com so that i can help you in a better way. thanks, sia",8.1.9,Snapdeal
Sukkhan Singh,Best,5,0,8.1.8,06-07-2025,Thanks!,8.1.8,Snapdeal
Shabee Fatma,The quality of products is not good,1,0,8.1.9,06-07-2025,Hi shabee! so sorry to disappoint you. we've arranged a call for you. we'll be connecting with you at the earliest. thanks! sia,8.1.9,Snapdeal
Chintaman Kulkarni,"कुछ चोर इस कंपनी में बैठे हैं जो सायबर क्राईम करते रहते हैं ? शायद एक ने मेरे साथ इस तरह का पैसो के मामलों में धोका कीया है व ठगा है ।सामान भी घटीया भेजते हैं ।कंपनी कब सुधरेंगी ,कंपनी के मालिको / मेनेजर्स को इसका पता लगाना चाहिए ?",1,0,Unkown,06-07-2025,"Hi! so sorry for the unpleasant experience. kindly share your exact concern at csmanager@snapdeal.com so that i can help you in a better way. thanks, sia",Unknown,Snapdeal
atz_Mohd Mansuri,Very good,5,0,8.1.7,06-07-2025,Thank you :),8.1.7,Snapdeal
Roshni Khan,Very nice app,5,0,8.1.8,06-07-2025,Thank you :),8.1.8,Snapdeal
RomieoCharlydeltta,Excellent work,5,0,8.1.7,06-07-2025,Thank you :),8.1.7,Snapdeal
Himanshu Vishwakarma,I love it,5,0,8.1.9,06-07-2025,Thank you :),8.1.9,Snapdeal
